모델명,카테고리,상품설명,가격,중고가격,감가율
SK매직 뉴에코 GRA-851SR,가스레인지,2년 사용했습니다. 외관 약간 흠집그리고 생활 기스 있음. 정품 인증서 포함.,128820,92750,0.28
린나이 RBR-S6201D,가스레인지,2년 사용했습니다. 상태 최상하지만 액정 파손.,180000,117000,0.35
린나이 RBR-P3511WD,가스레인지,1년 사용했습니다. 상태 보통그리고 배터리 효율 낮음. 박스 없음.,241400,181050,0.25
린나이 RBR-P2501D,가스레인지,1개월 사용했습니다. 상태 보통그리고 배터리 효율 낮음. 박스 없음.,210750,174922,0.17
SK매직 뉴에코 GRA-910SR,가스레인지,5년 사용했습니다. 생활흔적 있음이며 작동 이상 없음. 박스 없음.,171700,73831,0.57
SK매직 GRA-F2NRH,가스레인지,2년 사용했습니다. 상태 보통그리고 배터리 효율 낮음. 박스 없음.,116450,75692,0.35
린나이 GTA24SJ,가스레인지,2년 사용했습니다. 생활흔적 있음이며 작동 이상 없음. 정품 인증서 포함.,133400,101384,0.24
SK매직 뉴에코 GRA-841SR (GRA-841R),가스레인지,6개월 사용했습니다. 상태 보통그리고 액정 파손. 박스 없음.,144000,100800,0.3
린나이 RBR-S3000,가스레인지,4년 사용했습니다. 상태 양호하지만 액정 파손. 박스 및 구성품 있음.,218950,87580,0.6
하츠 GC-3605SDBH,가스레인지,5년 사용했습니다. 사용감 있음이며 고장 없음. 추가 액세서리 포함.,135000,63450,0.53
린나이 RBR-S3603DIJ,가스레인지,3년 사용했습니다. 외관 심한 흠집이며 작동 이상 없음. 박스 없음.,156710,90891,0.42
SK매직 GRA-B3FDD,가스레인지,6개월 사용했습니다. 사용감 있음그리고 배터리 효율 낮음. 박스 및 구성품 있음.,126000,100800,0.2
린나이 RBR-S4000,가스레인지,2년 사용했습니다. 외관 심한 흠집그리고 화면 금 갔음. 박스 없음.,260460,138043,0.47
SK매직 GRA-B3216D,가스레인지,6개월 사용했습니다. 상태 보통그리고 화면 금 갔음. 정품 인증서 포함.,113920,88857,0.22
SK매직 GRA-B322K,가스레인지,1개월 사용했습니다. 사용감 있음그리고 액정 파손. 박스 없음.,174080,123596,0.29
린나이 RBR-P4400,가스레인지,거의 사용하지 않음. 상태 양호하지만 화면 금 갔음. 충전기 없음.,436700,336259,0.23
린나이 RT-5102,가스레인지,5년 사용했습니다. 외관 심한 흠집이며 고장 없음. 추가 액세서리 포함.,250380,105159,0.58
린나이 INBS301DJ,가스레인지,2년 사용했습니다. 상태 양호이며 고장 없음.,167350,133880,0.2
SK매직 GRAB221K,가스레인지,거의 사용하지 않음. 생활흔적 있음그리고 화면 금 갔음. 충전기 없음.,85440,61516,0.28
린나이 RBR-S3307DJ,가스레인지,3년 사용했습니다. 상태 양호이며 작동 이상 없음. 충전기 없음.,158790,106389,0.33
린나이 RBR-S3001D,가스레인지,5년 사용했습니다. 생활흔적 있음이며 고장 없음. 충전기 없음.,213600,89712,0.58
린나이 CTA22NJ,가스레인지,2년 사용했습니다. 상태 최상이며 고장 없음. 추가 액세서리 포함.,138600,120582,0.13
린나이 RT-1620I,가스레인지,2년 사용했습니다. 상태 보통이며 작동 이상 없음. 정품 인증서 포함.,189730,147989,0.22
매직쉐프 MMW-W23FDHW,가스레인지,2년 사용했습니다. 외관 심한 흠집이며 고장 없음. 정품 인증서 포함.,119960,85171,0.29
린나이 RT-1080IJ,가스레인지,1년 사용했습니다. 외관 심한 흠집그리고 배터리 효율 낮음. 정품 인증서 포함.,128060,90922,0.29
린나이 INCP2032WJ,가스레인지,6개월 사용했습니다. 상태 보통그리고 생활 기스 있음. 박스 없음.,143060,121601,0.15
SK매직 GRA-B3218D,가스레인지,5년 사용했습니다. 생활흔적 있음그리고 화면 금 갔음.,147990,44397,0.7
린나이 RT-6520I,가스레인지,1개월 사용했습니다. 상태 최상하지만 화면 금 갔음. 추가 액세서리 포함.,188810,169929,0.1
린나이 CPBC611DJ,가스레인지,6개월 사용했습니다. 생활흔적 있음이며 고장 없음. 충전기 없음.,176080,153189,0.13
SK매직 GRA-BA301D,가스레인지,거의 사용하지 않음. 사용감 있음그리고 생활 기스 있음. 충전기 없음.,229020,187796,0.18
린나이 RBR-PF3000,가스레인지,5년 사용했습니다. 상태 최상하지만 화면 금 갔음. 추가 액세서리 포함.,294960,123883,0.58
SK매직 뉴에코 GRA-851SR,가스레인지,1개월 사용했습니다. 생활흔적 있음이며 작동 이상 없음. 정품 인증서 포함.,128820,115938,0.1
린나이 RBR-S6201D,가스레인지,1개월 사용했습니다. 생활흔적 있음그리고 배터리 효율 낮음. 정품 인증서 포함.,180000,151200,0.16
린나이 RBR-P3511WD,가스레인지,6개월 사용했습니다. 외관 약간 흠집그리고 생활 기스 있음.,241400,207604,0.14
린나이 RBR-P2501D,가스레인지,5년 사용했습니다. 외관 약간 흠집그리고 액정 파손. 충전기 없음.,210750,48472,0.77
SK매직 뉴에코 GRA-910SR,가스레인지,3년 사용했습니다. 상태 보통그리고 생활 기스 있음.,171700,106454,0.38
SK매직 GRA-F2NRH,가스레인지,거의 사용하지 않음. 상태 최상하지만 화면 금 갔음. 정품 인증서 포함.,116450,100147,0.14
린나이 GTA24SJ,가스레인지,5년 사용했습니다. 외관 심한 흠집그리고 생활 기스 있음. 박스 및 구성품 있음.,133400,46690,0.65
SK매직 뉴에코 GRA-841SR (GRA-841R),가스레인지,거의 사용하지 않음. 상태 보통그리고 생활 기스 있음.,144000,125280,0.13
린나이 RBR-S3000,가스레인지,1개월 사용했습니다. 외관 심한 흠집그리고 생활 기스 있음. 정품 인증서 포함.,218950,183918,0.16
하츠 GC-3605SDBH,가스레인지,4년 사용했습니다. 외관 약간 흠집그리고 액정 파손.,135000,48600,0.64
린나이 RBR-S3603DIJ,가스레인지,1개월 사용했습니다. 사용감 있음그리고 화면 금 갔음. 추가 액세서리 포함.,156710,125368,0.2
SK매직 GRA-B3FDD,가스레인지,4년 사용했습니다. 외관 약간 흠집이며 작동 이상 없음. 박스 없음.,126000,68040,0.46
린나이 RBR-S4000,가스레인지,2년 사용했습니다. 외관 약간 흠집그리고 액정 파손. 박스 및 구성품 있음.,260460,145857,0.44
SK매직 GRA-B3216D,가스레인지,4년 사용했습니다. 상태 보통그리고 생활 기스 있음. 충전기 없음.,113920,55820,0.51
SK매직 GRA-B322K,가스레인지,6개월 사용했습니다. 외관 심한 흠집그리고 배터리 효율 낮음. 박스 없음.,174080,127078,0.27
린나이 RBR-P4400,가스레인지,1개월 사용했습니다. 상태 최상이며 작동 이상 없음. 추가 액세서리 포함.,436700,393030,0.1
린나이 RT-5102,가스레인지,5년 사용했습니다. 외관 심한 흠집이며 작동 이상 없음. 정품 인증서 포함.,250380,102655,0.59
린나이 INBS301DJ,가스레인지,1개월 사용했습니다. 상태 양호하지만 배터리 효율 낮음. 정품 인증서 포함.,167350,148941,0.11
SK매직 GRAB221K,가스레인지,1년 사용했습니다. 생활흔적 있음이며 고장 없음. 충전기 없음.,85440,70060,0.18
린나이 RBR-S3307DJ,가스레인지,1개월 사용했습니다. 상태 양호이며 작동 이상 없음. 충전기 없음.,158790,142911,0.1
린나이 RBR-S3001D,가스레인지,2년 사용했습니다. 외관 심한 흠집그리고 생활 기스 있음. 충전기 없음.,213600,132432,0.38
린나이 CTA22NJ,가스레인지,6개월 사용했습니다. 사용감 있음그리고 액정 파손. 추가 액세서리 포함.,138600,99792,0.28
린나이 RT-1620I,가스레인지,4년 사용했습니다. 외관 심한 흠집그리고 화면 금 갔음. 박스 및 구성품 있음.,189730,66405,0.65
매직쉐프 MMW-W23FDHW,가스레인지,5년 사용했습니다. 상태 보통이며 고장 없음.,119960,56381,0.53
린나이 RT-1080IJ,가스레인지,2년 사용했습니다. 상태 최상하지만 화면 금 갔음. 박스 및 구성품 있음.,128060,89642,0.3
린나이 INCP2032WJ,가스레인지,1개월 사용했습니다. 상태 최상하지만 생활 기스 있음. 박스 및 구성품 있음.,143060,128754,0.1
SK매직 GRA-B3218D,가스레인지,6개월 사용했습니다. 외관 심한 흠집이며 작동 이상 없음. 박스 및 구성품 있음.,147990,125791,0.15
린나이 RT-6520I,가스레인지,3년 사용했습니다. 상태 최상하지만 액정 파손. 정품 인증서 포함.,188810,105733,0.44
린나이 CPBC611DJ,가스레인지,1개월 사용했습니다. 상태 보통이며 고장 없음.,176080,158472,0.1
SK매직 GRA-BA301D,가스레인지,2년 사용했습니다. 외관 약간 흠집그리고 액정 파손.,229020,128251,0.44
린나이 RBR-PF3000,가스레인지,거의 사용하지 않음. 외관 심한 흠집이며 고장 없음. 박스 및 구성품 있음.,294960,250716,0.15
SK매직 뉴에코 GRA-851SR,가스레인지,3년 사용했습니다. 외관 약간 흠집그리고 액정 파손. 정품 인증서 포함.,128820,60545,0.53
린나이 RBR-S6201D,가스레인지,4년 사용했습니다. 사용감 있음그리고 액정 파손.,180000,62999,0.65
린나이 RBR-P3511WD,가스레인지,3년 사용했습니다. 사용감 있음이며 고장 없음. 정품 인증서 포함.,241400,159323,0.34
린나이 RBR-P2501D,가스레인지,1년 사용했습니다. 상태 보통그리고 생활 기스 있음.,210750,172815,0.18
SK매직 뉴에코 GRA-910SR,가스레인지,6개월 사용했습니다. 상태 최상하지만 배터리 효율 낮음. 추가 액세서리 포함.,171700,154530,0.1
SK매직 GRA-F2NRH,가스레인지,1개월 사용했습니다. 사용감 있음이며 작동 이상 없음. 박스 및 구성품 있음.,116450,104805,0.1
린나이 GTA24SJ,가스레인지,3년 사용했습니다. 상태 최상이며 고장 없음. 추가 액세서리 포함.,133400,102718,0.23
SK매직 뉴에코 GRA-841SR (GRA-841R),가스레인지,3년 사용했습니다. 상태 보통그리고 생활 기스 있음. 박스 없음.,144000,86400,0.4
린나이 RBR-S3000,가스레인지,4년 사용했습니다. 상태 양호하지만 배터리 효율 낮음.,218950,109475,0.5
하츠 GC-3605SDBH,가스레인지,2년 사용했습니다. 사용감 있음그리고 액정 파손. 정품 인증서 포함.,135000,75600,0.44
린나이 RBR-S3603DIJ,가스레인지,거의 사용하지 않음. 상태 최상이며 고장 없음. 박스 없음.,156710,141039,0.1
SK매직 GRA-B3FDD,가스레인지,3년 사용했습니다. 외관 약간 흠집그리고 생활 기스 있음. 박스 없음.,126000,74340,0.41
린나이 RBR-S4000,가스레인지,3년 사용했습니다. 외관 약간 흠집이며 작동 이상 없음. 정품 인증서 포함.,260460,174508,0.33
SK매직 GRA-B3216D,가스레인지,5년 사용했습니다. 외관 약간 흠집이며 작동 이상 없음. 정품 인증서 포함.,113920,53542,0.53
SK매직 GRA-B322K,가스레인지,6개월 사용했습니다. 상태 보통이며 고장 없음. 추가 액세서리 포함.,174080,156672,0.1
린나이 RBR-P4400,가스레인지,5년 사용했습니다. 생활흔적 있음그리고 화면 금 갔음. 충전기 없음.,436700,117909,0.73
린나이 RT-5102,가스레인지,1개월 사용했습니다. 상태 보통이며 고장 없음. 박스 및 구성품 있음.,250380,225342,0.1
린나이 INBS301DJ,가스레인지,2년 사용했습니다. 사용감 있음이며 작동 이상 없음. 박스 및 구성품 있음.,167350,125512,0.25
SK매직 GRAB221K,가스레인지,4년 사용했습니다. 외관 약간 흠집이며 작동 이상 없음. 충전기 없음.,85440,45283,0.47
린나이 RBR-S3307DJ,가스레인지,6개월 사용했습니다. 외관 약간 흠집그리고 배터리 효율 낮음.,158790,128619,0.19
린나이 RBR-S3001D,가스레인지,2년 사용했습니다. 외관 심한 흠집이며 고장 없음.,213600,149520,0.3
린나이 CTA22NJ,가스레인지,3년 사용했습니다. 외관 심한 흠집그리고 생활 기스 있음. 추가 액세서리 포함.,138600,79002,0.43
린나이 RT-1620I,가스레인지,2년 사용했습니다. 상태 보통그리고 액정 파손. 박스 없음.,189730,104351,0.45
매직쉐프 MMW-W23FDHW,가스레인지,5년 사용했습니다. 외관 심한 흠집그리고 생활 기스 있음. 정품 인증서 포함.,119960,43185,0.64
린나이 RT-1080IJ,가스레인지,2년 사용했습니다. 상태 양호이며 고장 없음. 박스 없음.,128060,99886,0.22
린나이 INCP2032WJ,가스레인지,3년 사용했습니다. 사용감 있음그리고 배터리 효율 낮음. 박스 없음.,143060,75821,0.47
SK매직 GRA-B3218D,가스레인지,거의 사용하지 않음. 상태 최상하지만 생활 기스 있음. 추가 액세서리 포함.,147990,133191,0.1
린나이 RT-6520I,가스레인지,5년 사용했습니다. 상태 양호하지만 액정 파손. 충전기 없음.,188810,50978,0.73
린나이 CPBC611DJ,가스레인지,3년 사용했습니다. 상태 양호하지만 생활 기스 있음. 충전기 없음.,176080,109169,0.38
SK매직 GRA-BA301D,가스레인지,6개월 사용했습니다. 사용감 있음그리고 액정 파손. 충전기 없음.,229020,153443,0.33
린나이 RBR-PF3000,가스레인지,2년 사용했습니다. 생활흔적 있음이며 작동 이상 없음. 박스 없음.,294960,215320,0.27
SK매직 뉴에코 GRA-851SR,가스레인지,6개월 사용했습니다. 상태 보통그리고 액정 파손. 추가 액세서리 포함.,128820,95326,0.26
린나이 RBR-S6201D,가스레인지,3년 사용했습니다. 상태 보통그리고 배터리 효율 낮음.,180000,102600,0.43
린나이 RBR-P3511WD,가스레인지,5년 사용했습니다. 외관 약간 흠집그리고 배터리 효율 낮음. 박스 없음.,241400,82075,0.66
린나이 RBR-P2501D,가스레인지,2년 사용했습니다. 생활흔적 있음이며 작동 이상 없음. 추가 액세서리 포함.,210750,162277,0.23
SK매직 뉴에코 GRA-910SR,가스레인지,6개월 사용했습니다. 생활흔적 있음그리고 화면 금 갔음. 박스 및 구성품 있음.,171700,128775,0.25
SK매직 GRA-F2NRH,가스레인지,1개월 사용했습니다. 사용감 있음이며 작동 이상 없음. 박스 및 구성품 있음.,116450,104805,0.1
린나이 GTA24SJ,가스레인지,5년 사용했습니다. 생활흔적 있음그리고 생활 기스 있음. 추가 액세서리 포함.,133400,56028,0.58
SK매직 뉴에코 GRA-841SR (GRA-841R),가스레인지,2년 사용했습니다. 상태 최상하지만 화면 금 갔음. 추가 액세서리 포함.,144000,103680,0.28
린나이 RBR-S3000,가스레인지,5년 사용했습니다. 상태 양호하지만 화면 금 갔음. 정품 인증서 포함.,218950,78822,0.64
하츠 GC-3605SDBH,가스레인지,1년 사용했습니다. 상태 최상이며 고장 없음. 충전기 없음.,135000,121500,0.1
린나이 RBR-S3603DIJ,가스레인지,2년 사용했습니다. 생활흔적 있음그리고 화면 금 갔음. 박스 없음.,156710,90891,0.42
SK매직 GRA-B3FDD,가스레인지,4년 사용했습니다. 외관 심한 흠집그리고 배터리 효율 낮음. 추가 액세서리 포함.,126000,52920,0.58
린나이 RBR-S4000,가스레인지,6개월 사용했습니다. 생활흔적 있음이며 고장 없음. 추가 액세서리 포함.,260460,234414,0.1
SK매직 GRA-B3216D,가스레인지,3년 사용했습니다. 상태 보통이며 고장 없음. 박스 및 구성품 있음.,113920,76326,0.33
SK매직 GRA-B322K,가스레인지,4년 사용했습니다. 상태 양호이며 작동 이상 없음. 박스 없음.,174080,100966,0.42
린나이 RBR-P4400,가스레인지,6개월 사용했습니다. 외관 약간 흠집그리고 배터리 효율 낮음. 박스 없음.,436700,344993,0.21
린나이 RT-5102,가스레인지,2년 사용했습니다. 외관 약간 흠집그리고 생활 기스 있음. 박스 없음.,250380,172762,0.31
린나이 INBS301DJ,가스레인지,3년 사용했습니다. 사용감 있음그리고 화면 금 갔음. 충전기 없음.,167350,78654,0.53
SK매직 GRAB221K,가스레인지,2년 사용했습니다. 상태 최상하지만 화면 금 갔음. 충전기 없음.,85440,57244,0.33
린나이 RBR-S3307DJ,가스레인지,거의 사용하지 않음. 상태 최상하지만 화면 금 갔음.,158790,134971,0.15
린나이 RBR-S3001D,가스레인지,3년 사용했습니다. 상태 양호하지만 배터리 효율 낮음. 추가 액세서리 포함.,213600,132432,0.38
린나이 CTA22NJ,가스레인지,거의 사용하지 않음. 상태 보통그리고 배터리 효율 낮음. 박스 없음.,138600,110880,0.2
린나이 RT-1620I,가스레인지,1년 사용했습니다. 상태 최상하지만 배터리 효율 낮음. 박스 및 구성품 있음.,189730,161270,0.15
매직쉐프 MMW-W23FDHW,가스레인지,3년 사용했습니다. 상태 양호이며 고장 없음. 정품 인증서 포함.,119960,85171,0.29
린나이 RT-1080IJ,가스레인지,2년 사용했습니다. 사용감 있음그리고 화면 금 갔음. 추가 액세서리 포함.,128060,79397,0.38
린나이 INCP2032WJ,가스레인지,거의 사용하지 않음. 외관 심한 흠집그리고 배터리 효율 낮음. 박스 없음.,143060,104433,0.27
SK매직 GRA-B3218D,가스레인지,6개월 사용했습니다. 외관 약간 흠집그리고 배터리 효율 낮음. 정품 인증서 포함.,147990,121351,0.18
린나이 RT-6520I,가스레인지,6개월 사용했습니다. 사용감 있음그리고 생활 기스 있음.,188810,160488,0.15
린나이 CPBC611DJ,가스레인지,5년 사용했습니다. 생활흔적 있음이며 작동 이상 없음. 충전기 없음.,176080,73953,0.58
SK매직 GRA-BA301D,가스레인지,1년 사용했습니다. 상태 최상이며 작동 이상 없음. 추가 액세서리 포함.,229020,206118,0.1
린나이 RBR-PF3000,가스레인지,2년 사용했습니다. 사용감 있음그리고 액정 파손. 추가 액세서리 포함.,294960,168127,0.43
SK매직 뉴에코 GRA-851SR,가스레인지,4년 사용했습니다. 생활흔적 있음그리고 생활 기스 있음. 추가 액세서리 포함.,128820,66986,0.48
린나이 RBR-S6201D,가스레인지,거의 사용하지 않음. 외관 약간 흠집이며 고장 없음. 박스 및 구성품 있음.,180000,162000,0.1
린나이 RBR-P3511WD,가스레인지,거의 사용하지 않음. 사용감 있음그리고 생활 기스 있음. 박스 및 구성품 있음.,241400,205190,0.15
린나이 RBR-P2501D,가스레인지,1개월 사용했습니다. 생활흔적 있음이며 작동 이상 없음. 충전기 없음.,210750,189675,0.1
SK매직 뉴에코 GRA-910SR,가스레인지,5년 사용했습니다. 사용감 있음그리고 생활 기스 있음. 충전기 없음.,171700,63529,0.63
SK매직 GRA-F2NRH,가스레인지,4년 사용했습니다. 상태 양호이며 작동 이상 없음. 박스 및 구성품 있음.,116450,69870,0.4
린나이 GTA24SJ,가스레인지,3년 사용했습니다. 상태 보통이며 작동 이상 없음.,133400,89377,0.33
SK매직 뉴에코 GRA-841SR (GRA-841R),가스레인지,3년 사용했습니다. 외관 약간 흠집그리고 액정 파손. 추가 액세서리 포함.,144000,69120,0.52
린나이 RBR-S3000,가스레인지,1개월 사용했습니다. 상태 보통그리고 액정 파손. 추가 액세서리 포함.,218950,168591,0.23
하츠 GC-3605SDBH,가스레인지,1개월 사용했습니다. 외관 심한 흠집그리고 생활 기스 있음. 추가 액세서리 포함.,135000,114750,0.15
린나이 RBR-S3603DIJ,가스레인지,1년 사용했습니다. 상태 보통그리고 액정 파손. 박스 없음.,156710,101861,0.35
SK매직 GRA-B3FDD,가스레인지,6개월 사용했습니다. 상태 최상이며 작동 이상 없음. 박스 없음.,126000,113400,0.1
린나이 RBR-S4000,가스레인지,1년 사용했습니다. 생활흔적 있음이며 고장 없음. 충전기 없음.,260460,213577,0.18
SK매직 GRA-B3216D,가스레인지,4년 사용했습니다. 생활흔적 있음이며 작동 이상 없음. 박스 없음.,113920,60377,0.47
SK매직 GRA-B322K,가스레인지,2년 사용했습니다. 외관 심한 흠집그리고 액정 파손. 박스 및 구성품 있음.,174080,87040,0.5
린나이 RBR-P4400,가스레인지,2년 사용했습니다. 상태 보통그리고 액정 파손.,436700,248919,0.43
린나이 RT-5102,가스레인지,1개월 사용했습니다. 외관 약간 흠집그리고 배터리 효율 낮음.,250380,210319,0.16
린나이 INBS301DJ,가스레인지,2년 사용했습니다. 외관 약간 흠집그리고 생활 기스 있음.,167350,118818,0.29
SK매직 GRAB221K,가스레인지,1년 사용했습니다. 사용감 있음그리고 배터리 효율 낮음.,85440,64080,0.25
린나이 RBR-S3307DJ,가스레인지,거의 사용하지 않음. 외관 약간 흠집이며 작동 이상 없음. 정품 인증서 포함.,158790,142911,0.1
린나이 RBR-S3001D,가스레인지,6개월 사용했습니다. 상태 최상하지만 화면 금 갔음.,213600,181560,0.15
린나이 CTA22NJ,가스레인지,2년 사용했습니다. 상태 양호하지만 화면 금 갔음. 박스 없음.,138600,87318,0.37
린나이 RT-1620I,가스레인지,1년 사용했습니다. 상태 최상하지만 생활 기스 있음. 박스 및 구성품 있음.,189730,170757,0.1
매직쉐프 MMW-W23FDHW,가스레인지,6개월 사용했습니다. 상태 최상이며 작동 이상 없음. 정품 인증서 포함.,119960,107964,0.1
린나이 RT-1080IJ,가스레인지,1개월 사용했습니다. 생활흔적 있음그리고 화면 금 갔음. 정품 인증서 포함.,128060,101167,0.21
린나이 INCP2032WJ,가스레인지,1년 사용했습니다. 사용감 있음그리고 배터리 효율 낮음. 추가 액세서리 포함.,143060,110156,0.23
SK매직 GRA-B3218D,가스레인지,6개월 사용했습니다. 상태 양호이며 고장 없음. 박스 없음.,147990,133191,0.1
린나이 RT-6520I,가스레인지,2년 사용했습니다. 외관 약간 흠집이며 고장 없음. 박스 및 구성품 있음.,188810,143495,0.24
린나이 CPBC611DJ,가스레인지,2년 사용했습니다. 외관 심한 흠집그리고 배터리 효율 낮음. 충전기 없음.,176080,100365,0.43
SK매직 GRA-BA301D,가스레인지,3년 사용했습니다. 상태 최상하지만 배터리 효율 낮음. 박스 및 구성품 있음.,229020,148863,0.35
린나이 RBR-PF3000,가스레인지,1년 사용했습니다. 외관 심한 흠집그리고 배터리 효율 낮음. 충전기 없음.,294960,197623,0.33
SK매직 뉴에코 GRA-851SR,가스레인지,5년 사용했습니다. 상태 양호하지만 화면 금 갔음. 추가 액세서리 포함.,128820,47663,0.63
린나이 RBR-S6201D,가스레인지,1년 사용했습니다. 외관 심한 흠집이며 작동 이상 없음. 충전기 없음.,180000,138600,0.23
린나이 RBR-P3511WD,가스레인지,2년 사용했습니다. 상태 최상하지만 배터리 효율 낮음. 정품 인증서 포함.,241400,183464,0.24
린나이 RBR-P2501D,가스레인지,1년 사용했습니다. 생활흔적 있음그리고 배터리 효율 낮음. 추가 액세서리 포함.,210750,162277,0.23
SK매직 뉴에코 GRA-910SR,가스레인지,1개월 사용했습니다. 생활흔적 있음그리고 화면 금 갔음. 박스 및 구성품 있음.,171700,133926,0.22
SK매직 GRA-F2NRH,가스레인지,5년 사용했습니다. 외관 약간 흠집그리고 화면 금 갔음. 추가 액세서리 포함.,116450,38428,0.67
린나이 GTA24SJ,가스레인지,4년 사용했습니다. 상태 양호하지만 액정 파손. 추가 액세서리 포함.,133400,56028,0.58
SK매직 뉴에코 GRA-841SR (GRA-841R),가스레인지,5년 사용했습니다. 생활흔적 있음그리고 액정 파손. 추가 액세서리 포함.,144000,38880,0.73
린나이 RBR-S3000,가스레인지,2년 사용했습니다. 상태 양호하지만 배터리 효율 낮음. 정품 인증서 포함.,218950,155454,0.29
하츠 GC-3605SDBH,가스레인지,거의 사용하지 않음. 생활흔적 있음그리고 생활 기스 있음. 추가 액세서리 포함.,135000,117450,0.13
린나이 RBR-S3603DIJ,가스레인지,거의 사용하지 않음. 상태 최상하지만 배터리 효율 낮음. 추가 액세서리 포함.,156710,141039,0.1
SK매직 GRA-B3FDD,가스레인지,2년 사용했습니다. 사용감 있음이며 고장 없음. 박스 없음.,126000,91980,0.27
린나이 RBR-S4000,가스레인지,3년 사용했습니다. 상태 최상이며 고장 없음.,260460,195345,0.25
SK매직 GRA-B3216D,가스레인지,4년 사용했습니다. 외관 심한 흠집이며 고장 없음. 정품 인증서 포함.,113920,58099,0.49
SK매직 GRA-B322K,가스레인지,6개월 사용했습니다. 상태 양호이며 작동 이상 없음. 추가 액세서리 포함.,174080,156672,0.1
린나이 RBR-P4400,가스레인지,거의 사용하지 않음. 외관 약간 흠집그리고 생활 기스 있음. 박스 없음.,436700,366828,0.16
린나이 RT-5102,가스레인지,1년 사용했습니다. 상태 최상이며 고장 없음. 박스 없음.,250380,225342,0.1
린나이 INBS301DJ,가스레인지,거의 사용하지 않음. 상태 최상하지만 액정 파손. 충전기 없음.,167350,128859,0.23
SK매직 GRAB221K,가스레인지,1개월 사용했습니다. 생활흔적 있음그리고 생활 기스 있음.,85440,75187,0.12
린나이 RBR-S3307DJ,가스레인지,5년 사용했습니다. 외관 약간 흠집그리고 액정 파손. 박스 및 구성품 있음.,158790,41285,0.74
린나이 RBR-S3001D,가스레인지,1년 사용했습니다. 생활흔적 있음그리고 액정 파손. 충전기 없음.,213600,132432,0.38
린나이 CTA22NJ,가스레인지,거의 사용하지 않음. 생활흔적 있음그리고 생활 기스 있음. 충전기 없음.,138600,113652,0.18
린나이 RT-1620I,가스레인지,거의 사용하지 않음. 생활흔적 있음이며 작동 이상 없음. 충전기 없음.,189730,165065,0.13
매직쉐프 MMW-W23FDHW,가스레인지,2년 사용했습니다. 사용감 있음그리고 액정 파손. 충전기 없음.,119960,62379,0.48
린나이 RT-1080IJ,가스레인지,1년 사용했습니다. 외관 약간 흠집그리고 배터리 효율 낮음. 추가 액세서리 포함.,128060,99886,0.22
린나이 INCP2032WJ,가스레인지,2년 사용했습니다. 상태 보통이며 고장 없음. 박스 및 구성품 있음.,143060,110156,0.23
SK매직 GRA-B3218D,가스레인지,4년 사용했습니다. 상태 최상하지만 화면 금 갔음. 박스 없음.,147990,71035,0.52
린나이 RT-6520I,가스레인지,2년 사용했습니다. 사용감 있음그리고 화면 금 갔음. 박스 없음.,188810,109509,0.42
린나이 CPBC611DJ,가스레인지,2년 사용했습니다. 생활흔적 있음그리고 배터리 효율 낮음. 정품 인증서 포함.,176080,116212,0.34
SK매직 GRA-BA301D,가스레인지,5년 사용했습니다. 상태 최상이며 고장 없음. 박스 없음.,229020,121380,0.47
린나이 RBR-PF3000,가스레인지,거의 사용하지 않음. 외관 심한 흠집그리고 생활 기스 있음. 충전기 없음.,294960,227119,0.23
SK매직 뉴에코 GRA-851SR,가스레인지,6개월 사용했습니다. 외관 심한 흠집그리고 배터리 효율 낮음.,128820,96615,0.25
린나이 RBR-S6201D,가스레인지,5년 사용했습니다. 상태 양호하지만 배터리 효율 낮음. 박스 없음.,180000,68400,0.62
린나이 RBR-P3511WD,가스레인지,5년 사용했습니다. 외관 약간 흠집이며 작동 이상 없음. 박스 및 구성품 있음.,241400,111043,0.54
린나이 RBR-P2501D,가스레인지,4년 사용했습니다. 상태 최상이며 작동 이상 없음. 충전기 없음.,210750,130665,0.38
SK매직 뉴에코 GRA-910SR,가스레인지,1개월 사용했습니다. 외관 약간 흠집이며 작동 이상 없음. 박스 없음.,171700,154530,0.1
SK매직 GRA-F2NRH,가스레인지,거의 사용하지 않음. 상태 최상하지만 화면 금 갔음.,116450,98982,0.15
린나이 GTA24SJ,가스레인지,3년 사용했습니다. 상태 최상이며 고장 없음. 박스 및 구성품 있음.,133400,100050,0.25
SK매직 뉴에코 GRA-841SR (GRA-841R),가스레인지,3년 사용했습니다. 외관 약간 흠집이며 작동 이상 없음.,144000,95039,0.34
린나이 RBR-S3000,가스레인지,4년 사용했습니다. 생활흔적 있음이며 작동 이상 없음. 추가 액세서리 포함.,218950,124801,0.43
하츠 GC-3605SDBH,가스레인지,6개월 사용했습니다. 생활흔적 있음그리고 화면 금 갔음. 박스 및 구성품 있음.,135000,101250,0.25
린나이 RBR-S3603DIJ,가스레인지,6개월 사용했습니다. 상태 최상하지만 액정 파손. 충전기 없음.,156710,120666,0.23
SK매직 GRA-B3FDD,가스레인지,6개월 사용했습니다. 사용감 있음이며 고장 없음. 추가 액세서리 포함.,126000,113400,0.1
린나이 RBR-S4000,가스레인지,5년 사용했습니다. 상태 양호하지만 배터리 효율 낮음. 박스 없음.,260460,98974,0.62
SK매직 GRA-B3216D,가스레인지,2년 사용했습니다. 사용감 있음그리고 화면 금 갔음. 박스 없음.,113920,66073,0.42
